Humidity,Apparent Temperature (C)
0.65,18.75
0.56,18.88888889
0.57,20
0.5,20.85
0.61,18.88888889
0.61,20
0.8,15.5
0.83,15
0.86,13.88888889
0.88,13.64444444
0.68,22.22222222
0.71,21.11111111
0.91,15.39444444
0.84,17.77777778
0.87,16.11111111
0.78,18.50555556
0.73,18.88888889
0.73,18.88888889
0.65,20.92222222
0.63,21.11111111
0.54,25
0.51,24.79444444
0.44,27.25555556
0.43,27.67222222
0.38,28.09444444
0.35,29.16666667
0.4,27.47222222
0.43,26.21666667
0.53,22.22222222
0.65,18.88888889
0.67,17.34444444
0.72,17.22222222
0.78,16.11111111
0.9,15.10555556
0.93,14.44444444
0.93,14.44444444
0.96,13.47222222
0.93,14.44444444
0.93,14.44444444
0.94,13.33333333
0.96,12.77777778
0.9,13.88888889
0.91,13.88888889
0.9,13.88888889
0.87,15
0.88,14.91111111
0.81,16.11111111
0.81,16.11111111
0.82,15.97222222
0.81,16.11111111
0.81,16.11111111
0.82,16.04444444
0.81,16.11111111
0.87,15
0.88,14.95
0.93,13.88888889
0.96,13.88888889
0.96,13.92222222
0.93,13.88888889
0.96,13.33333333
0.96,13.36666667
0.93,13.33333333
0.93,13.33333333
0.93,13.36666667
1,12.77777778
1,12.77777778
0.94,13.83888889
0.93,13.88888889
0.93,15
0.93,15.08333333
0.93,16.11111111
0.93,16.11111111
0.88,17.03333333
0.87,16.11111111
0.93,16.11111111
0.93,16.09444444
0.87,17.22222222
0.87,17.22222222
0.92,16.17777778
0.87,16.11111111
0.93,15.55555556
0.93,15.08888889
0.93,14.44444444
0.96,13.88888889
0.96,13.53888889
0.96,13.88888889
0.96,13.88888889
0.93,14.44444444
0.93,15
0.93,15
0.88,16.06111111
0.87,16.11111111
0.75,17.22222222
0.74,17.67222222
0.73,17.77777778
0.68,18.88888889
0.62,19.81111111
0.61,20
0.63,20
0.59,21.06111111
0.63,20
0.63,20
0.76,18.03888889
0.87,16.11111111
0.87,16.11111111
0.9,15.13888889
0.9,14.44444444
0.93,13.33333333
0.9,16.33888889
0.93,13.88888889
0.96,13.33333333
0.93,12.27777778
0.93,13.88888889
0.81,17.22222222
0.75,19.70555556
0.59,21.11111111
0.59,21.11111111
0.57,22.55555556
0.53,22.77777778
0.51,22.77777778
0.4,24.82777778
0.45,25
0.62,22.77777778
0.61,22.76111111
0.64,22.22222222
0.62,22.77777778
0.71,20.20555556
0.84,17.77777778
0.84,17.77777778
0.86,16.75555556
0.93,15.55555556
0.93,15.55555556
0.93,15.76111111
0.93,16.66666667
0.93,16.66666667
0.94,16.06111111
1,16.11111111
0.84,18.88888889
0.75,20.76666667
0.62,22.77777778
0.58,23.88888889
0.55,24.65555556
0.47,26.11111111
0.47,26.11111111
0.46,26.97777778
0.62,22.77777778
0.57,22.77777778
0.61,22.22222222
0.73,22.22222222
0.73,21.11111111
0.84,19.04444444
0.97,17.77777778
0.93,17.77777778
0.92,17.23888889
0.93,16.66666667
0.93,16.11111111
0.95,13.87222222
0.96,15
0.93,15
0.93,14.72222222
0.93,15
0.93,17.22222222
0.84,19.02777778
0.84,20
0.73,22.77777778
0.63,24.81111111
0.97,17.77777778
0.93,16.11111111
0.92,17.18888889
0.9,17.77777778
0.9,18.88888889
0.8,19.89444444
0.84,20
0.79,21.11111111
0.84,19.04444444
0.93,17.22222222
0.93,15.55555556
0.96,14.80555556
0.96,14.44444444
0.96,13.88888889
0.94,17.4
0.96,12.77777778
0.96,12.22222222
0.96,13.03888889
0.93,16.11111111
0.9,17.77777778
0.86,18.80555556
0.78,20
0.78,20
0.79,20.95555556
0.68,22.22222222
0.66,22.77777778
0.58,23.71666667
0.58,23.88888889
0.58,23.88888889
0.57,24.44444444
0.54,25
0.54,25
0.66,22.74444444
0.79,21.11111111
0.76,21.11111111
0.82,19.96666667
0.87,19.44444444
0.93,18.33333333
0.93,18.44444444
0.97,16.11111111
0.96,15.55555556
0.96,15
0.92,17.39444444
0.87,20
0.81,21.14444444
0.73,22.22222222
0.71,22.77777778
0.62,23.87222222
0.54,26.11111111
0.5,25
0.48,25.90555556
0.53,25.25555556
0.59,24.19444444
0.65,23.11666667
0.71,22.08333333
0.78,21.02777778
0.83,20.11111111
0.88,19.37222222
0.93,18.76666667
0.95,18.33333333
0.95,18.21666667
0.92,18.27222222
0.91,18.07222222
0.93,17.13333333
0.95,15.94444444
0.96,15.55555556
0.95,16.54444444
0.93,18.32777778
0.88,20.22222222
0.76,22.23333333
0.62,24.35
0.51,25.86666667
0.5,26.11111111
0.47,27.43888889
0.5,26.09444444
0.51,27.7
0.47,27.43888889
0.44,27.56666667
0.62,23.88888889
0.73,22.22222222
0.77,21.47222222
0.87,20
0.87,19.44444444
0.9,18.59444444
0.96,12.22222222
0.8,12.22222222
0.77,6.738888889
0.89,9.372222222
0.89,9.444444444
0.92,7.777777778
0.86,11.11111111
0.77,13.88888889
0.64,16.97777778
0.56,18.88888889
0.49,20
0.47,21.97777778
0.48,22.77777778
0.45,23.88888889
0.72,19.15
0.64,22.22222222
0.32,22.77777778
0.35,22.74444444
0.18,22.77777778
0.21,21.11111111
0.26,19.04444444
0.42,15
0.59,12.22222222
0.6,11.11111111
0.9,18.33333333
0.9,18.33333333
0.96,17.91666667
0.97,17.77777778
0.93,17.77777778
0.91,18.33333333
0.9,18.88888889
0.84,20
0.8,21.00555556
0.79,21.11111111
0.73,22.22222222
0.67,24.56666667
0.56,28.05555556
0.58,25
0.74,22.30555556
0.73,22.22222222
0.81,22.22222222
0.71,23.67777778
0.69,25
0.64,25
0.74,23.76666667
0.87,21.11111111
0.9,20.55555556
0.93,19.09444444
0.61,10.55555556
0.63,10.55555556
0.89,7.616666667
0.83,6.161111111
0.73,6.805555556
0.7,7.6
0.79,6.805555556
0.55,12.77777778
0.51,14.81111111
0.48,16.11111111
0.48,16.11111111
0.49,15.92222222
0.41,17.22222222
0.43,17.77777778
0.39,17.84444444
0.43,17.77777778
0.43,17.77777778
0.43,17.72777778
0.48,17.22222222
0.52,17.22222222
0.73,13.99444444
0.86,11.11111111
0.86,10.55555556
0.93,8.522222222
0.93,8.088888889
0.93,7.222222222
0.91,14.74444444
0.96,6.111111111
0.96,5.522222222
0.96,6.544444444
0.96,7.777777778
1,7.705555556
0.99,11.31666667
0.78,16.11111111
0.67,17.22222222
0.61,18.99444444
0.49,21.11111111
0.4,20
0.59,20.13888889
0.65,18.88888889
0.65,18.88888889
0.62,19.98333333
0.68,18.88888889
0.78,17.77777778
0.79,17.65555556
0.87,15
0.93,13.88888889
0.95,14.28888889
0.96,13.88888889
0.93,15
0.85,16.09444444
0.9,15.55555556
0.93,15.55555556
0.96,15.24444444
0.93,16.11111111
0.9,17.77777778
0.84,20.01666667
0.73,22.22222222
0.54,25
0.42,26.78888889
0.41,27.08333333
0.54,25
0.44,27.12777778
0.4,27.47222222
0.47,27.43888889
0.44,27.26666667
0.44,27.25555556
0.5,26.11111111
0.61,23.97777778
0.62,22.77777778
0.61,22.22222222
0.64,21.7
0.68,21.11111111
0.75,18.88888889
0.94,14.31666667
0.84,16.11111111
0.87,15
0.85,15.08333333
0.81,16.11111111
0.61,20
0.38,24.67222222
0.29,26.52222222
0.28,26.85
0.27,27.46111111
0.29,28.68333333
0.29,28.68333333
0.27,29.21111111
0.25,29.44444444
0.29,28.68333333
0.33,27.08888889
0.59,22.22222222
0.93,16.11111111
0.88,16.25
0.87,16.11111111
0.93,15.55555556
0.93,14.6
0.93,13.88888889
0.93,14.44444444
0.91,15.95555556
0.96,12.77777778
0.96,12.77777778
0.96,13
1,13.88888889
0.87,17.22222222
0.78,18.90555556
0.73,21.11111111
0.62,22.77777778
0.5,23.90555556
0.44,26.11111111
0.42,26.11111111
0.39,26.88333333
0.38,27.35
0.33,27.07777778
0.33,27.05
0.33,27.07777778
0.39,26.97777778
0.55,24.23333333
0.78,18.88888889
0.7,19.44444444
0.78,18.13888889
0.9,16.66666667
0.93,15.55555556
0.74,18.35
0.9,15.55555556
0.93,15
0.92,15.85
0.9,17.77777778
0.73,20
0.62,22.76111111
0.5,26.11111111
0.46,27.88888889
0.47,28.91111111
0.43,30.05
0.37,29.36111111
0.34,31.11111111
0.31,31.19444444
0.32,30.05
0.28,29.50555556
0.29,28.68333333
0.35,27.18333333
0.55,24.47777778
0.55,22.22222222
0.59,21.66666667
0.58,21.37222222
0.96,2.222222222
0.95,1.733333333
0.96,2.222222222
0.96,2.222222222
0.96,2.583333333
0.96,2.777777778
0.92,2.222222222
0.99,2.394444444
0.93,5
0.86,7.222222222
0.78,8
0.71,11.11111111
0.61,12.22222222
0.57,12.86666667
0.59,12.77777778
0.69,12.77777778
0.63,12.53333333
0.77,10.55555556
0.77,7.622222222
0.87,5.294444444
0.93,3.75
0.89,3.083333333
0.92,1.894444444
0.92,3.333333333
0.76,-0.116666667
0.72,0.755555556
0.89,-2.011111111
0.85,-2.572222222
0.85,-1.694444444
0.96,-0.594444444
0.89,0.105555556
0.82,-1.661111111
0.76,1.6
0.65,2.922222222
0.67,3.638888889
0.63,5.338888889
0.58,5.466666667
0.5,6.788888889
0.54,6.344444444
0.5,6.661111111
0.46,7.55
0.53,5.761111111
0.6,6.111111111
0.62,2.8
0.7,-0.266666667
0.73,-0.883333333
0.72,-0.783333333
0.75,-2.25
0.78,-2.944444444
0.82,-3.416666667
0.82,-3.616666667
0.85,-4.283333333
0.85,-4.616666667
0.82,-3.972222222
0.85,-3.972222222
0.79,-2.011111111
0.76,0.761111111
0.63,5.261111111
0.54,5.705555556
0.54,5.744444444
0.54,5.6
0.54,6.538888889
0.61,6.772222222
0.71,6.805555556
0.79,6.255555556
0.81,5.844444444
0.81,5.761111111
0.82,5.888888889
0.84,5.566666667
0.87,3.572222222
0.89,2.711111111
0.86,1.844444444
0.85,0.477777778
0.83,-0.472222222
0.85,-0.255555556
0.85,-0.433333333
0.88,-0.083333333
0.79,-1.844444444
0.85,-2.272222222
0.86,-1.883333333
0.82,-0.805555556
0.7,2.044444444
0.65,3.677777778
0.63,4.844444444
0.58,5.6
0.57,5.638888889
0.5,7.161111111
0.49,5.744444444
0.48,5.461111111
0.49,4.488888889
0.6,2.411111111
0.67,-0.25
0.7,0.477777778
0.76,1.072222222
0.74,0.011111111
0.79,-0.266666667
0.79,-1.566666667
0.87,0.738888889
0.82,1.672222222
0.82,0.477777778
0.87,0.577777778
0.96,0.527777778
0.89,1.427777778
0.89,1.1
0.89,0.222222222
0.89,0.761111111
0.77,1.844444444
0.79,3.322222222
0.76,3.2
0.76,3.888888889
0.66,6.344444444
0.79,3.322222222
0.79,3.605555556
0.86,2.116666667
0.86,5
0.86,2.261111111
0.89,0.477777778
0.89,0.405555556
0.92,0.922222222
0.85,0.405555556
0.92,-0.266666667
0.9,-2.383333333
0.85,-0.205555556
0.82,-0.883333333
0.81,-0.972222222
0.78,-2.272222222
0.78,-1.883333333
0.8,2.205555556
0.7,1.833333333
0.65,3.211111111
0.51,4.111111111
0.58,6.055555556
0.44,7.705555556
0.46,7.388888889
0.54,7.705555556
0.44,7.705555556
0.42,9.077777778
0.49,6.4
0.6,4.444444444
0.65,3.277777778
0.79,-0.127777778
0.79,1.027777778
0.82,-0.3
0.82,-1.605555556
0.85,-2.822222222
0.89,3.55
0.89,0
0.92,-0.555555556
0.95,-2.783333333
0.96,-2.222222222
0.92,-1.111111111
0.85,-0.361111111
0.82,1.427777778
0.7,4.072222222
0.69,4.755555556
0.54,6.627777778
0.49,6.627777778
0.46,10.08888889
0.46,11.11111111
0.43,11.11111111
0.57,7.138888889
0.66,8.888888889
0.76,7.777777778
0.76,7.811111111
0.79,7.222222222
0.83,6.161111111
0.82,5.861111111
0.86,7.222222222
0.89,6.161111111
0.83,0.594444444
0.96,3.75
0.93,3.75
0.93,3.166666667
0.93,2.411111111
0.86,3.466666667
0.87,3.255555556
0.79,4.15
0.77,5.6
0.71,6.544444444
0.71,6.661111111
0.66,11.11111111
0.57,12.20555556
0.59,12.77777778
0.51,12.77777778
0.79,5.944444444
0.89,6.055555556
0.83,5.261111111
0.86,5.288888889
0.86,5.75
0.86,4.422222222
0.77,2.922222222
0.73,1.677777778
0.76,0.683333333
0.82,1.261111111
0.82,-0.883333333
0.85,-2.272222222
0.84,-2.688888889
0.79,-1.266666667
0.85,-0.561111111
0.81,-0.105555556
0.7,1.844444444
0.6,4.577777778
0.57,5.111111111
0.49,6.627777778
0.44,6.627777778
0.44,6.716666667
0.46,6.627777778
0.49,6.627777778
0.48,6.505555556
0.49,4.844444444
0.55,4.15
0.59,4.361111111
0.7,3.466666667
0.73,3.211111111
0.78,2.877777778
0.79,2.377777778
0.82,1.172222222
0.76,-3.055555556
0.82,0.455555556
0.82,0.683333333
0.79,-0.7
0.76,-1.433333333
0.76,-1.705555556
0.67,-0.727777778
0.6,0.483333333
0.55,1.805555556
0.51,1.894444444
0.44,4.233333333
0.41,5.733333333
0.34,5.722222222
0.34,4.4
0.34,4.583333333
0.39,3.361111111
0.49,1.222222222
0.48,1.6
0.61,-0.466666667
0.7,-0.594444444
0.69,-1.605555556
0.67,-1.9
0.72,-2.933333333
0.75,-3.972222222
0.86,-5.883333333
0.81,-4.95
0.88,-6.288888889
0.88,-2.394444444
0.92,-7.838888889
0.92,-6.511111111
0.86,-4.311111111
0.7,0.222222222
0.53,1.6
0.46,2.783333333
0.38,4.15
0.38,3.622222222
0.34,4.505555556
0.34,3.466666667
0.34,3.466666667
0.36,4.183333333
0.48,0.794444444
0.69,-2.094444444
0.73,-1.911111111
0.81,-4.527777778
0.85,-4.105555556
0.8,-1.388888889
0.85,-2.777777778
0.96,1.027777778
0.87,2.366666667
0.96,0.388888889
0.96,-0.255555556
0.96,0.8
1,-1.427777778
1,-1.427777778
0.92,0.122222222
0.89,2.905555556
0.73,7.222222222
0.76,7.883333333
0.61,11.11111111
0.64,12.77777778
0.58,12.84444444
0.51,13.88888889
0.51,13.88888889
0.57,12.96111111
0.65,11.58888889
0.75,10.07777778
0.83,7.4
0.89,6.055555556
0.86,6.805555556
0.88,6.061111111
0.89,4.877777778
0.85,-5.622222222
0.8,-4.511111111
0.85,-6.961111111
0.85,-6.027777778
0.89,-6.15
0.92,-9.161111111
0.84,-8.611111111
0.89,-4.755555556
0.72,-1.266666667
0.64,-0.011111111
0.61,1.311111111
0.6,2.205555556
0.6,2.377777778
0.53,3.372222222
0.7,5.422222222
0.65,0.972222222
0.6,1.022222222
0.64,0.477777778
0.72,-1.266666667
0.77,-2.288888889
0.79,-2.094444444
0.85,-2.788888889
0.83,-3.838888889
0.89,-4.172222222
0.82,-5.266666667
0.74,-4.805555556
0.82,-5.355555556
0.88,-6.061111111
0.88,-5.516666667
0.88,-6.761111111
0.82,-5.783333333
0.83,-6.083333333
0.72,-3.455555556
0.7,-1.133333333
0.56,2.816666667
0.55,2.922222222
0.4,5.338888889
0.34,5.5
0.31,5.338888889
0.31,5.338888889
0.33,5.555555556
0.4,4.177777778
0.45,2.766666667
0.47,2.038888889
0.57,0.222222222
0.57,-0.011111111
0.61,-0.716666667
0.61,-2.094444444
0.66,-3.616666667
0.66,0.122222222
0.78,-4.95
0.81,-7.644444444
0.84,-7.405555556
0.78,-7.716666667
0.78,-7.355555556
0.8,-4.644444444
0.64,-0.933333333
0.57,2.905555556
0.49,4.305555556
0.41,4.822222222
0.4,6.233333333
0.36,7.083333333
0.32,11.11111111
0.32,11.11111111
0.29,11.06111111
0.37,4.777777778
0.45,4.577777778
0.46,4.555555556
0.49,4.327777778
0.55,3.455555556
0.54,3.455555556
0.58,2.572222222
0.6,2.072222222
0.66,2.594444444
0.6,1.605555556
0.65,1.377777778
0.68,1.127777778
0.6,1.744444444
0.6,1.744444444
0.6,2.927777778
0.63,3.305555556
0.54,4.677777778
0.5,10.05
0.5,5.977777778
0.43,12.22222222
0.41,12.60555556
0.5,7.022222222
0.46,11.11111111
0.45,11.14444444
0.46,11.11111111
0.58,5.494444444
0.58,6.611111111
0.65,4.072222222
0.65,4.422222222
0.69,4.277777778
0.73,3.594444444
0.65,4.877777778
0.82,-1.188888889
0.58,3.894444444
0.55,3.894444444
0.6,4.444444444
0.65,2.411111111
0.7,1.072222222
0.55,4.677777778
0.68,3.1
0.73,3.466666667
0.76,2.094444444
0.79,2.977777778
0.71,4.15
0.55,3.266666667
0.51,3.322222222
0.51,3.466666667
0.51,4.405555556
0.53,3.211111111
0.65,2.411111111
0.69,1.405555556
0.6,2.116666667
0.64,1.161111111
0.67,0.616666667
0.76,-0.205555556
0.82,-0.883333333
0.75,-1.511111111
0.85,-2.788888889
0.85,-3.244444444
0.86,-4.15
0.75,-4.9
0.63,-7.261111111
0.55,-6.922222222
0.47,-6.272222222
0.4,-4.422222222
0.37,-3.4
0.36,-0.483333333
0.3,1.222222222
0.3,1.727777778
0.3,1.888888889
0.24,3.788888889
0.28,2.427777778
0.3,0.622222222
0.4,-0.933333333
0.39,1.372222222
0.47,-2.733333333
0.53,-3.461111111
0.59,-4.538888889
0.6,-2.222222222
0.66,-4.744444444
0.74,-2.716666667
0.66,-1.666666667
0.72,-2.222222222
0.67,-1.461111111
0.63,-5.327777778
0.58,-3.972222222
0.59,-2.377777778
0.57,-0.266666667
0.48,1.072222222
0.38,4.422222222
0.37,5.044444444
0.37,5.261111111
0.34,8.027777778
0.37,7.1
0.34,9.011111111
0.34,9.011111111
0.43,6.055555556
0.49,4.072222222
0.51,2.966666667
0.52,1.833333333
0.5,1.744444444
0.53,2.888888889
0.59,-0.561111111
0.64,1.111111111
0.71,1.488888889
0.81,-2.222222222
0.88,-2.222222222
0.88,-2.761111111
0.92,-1.111111111
0.92,-4.038888889
0.86,2.033333333
0.76,3.466666667
0.68,5.494444444
0.55,7.277777778
0.47,12.22222222
0.45,13.88888889
0.32,13.71666667
0.33,13.88888889
0.33,13.88888889
0.28,14.75555556
0.37,12.22222222
0.46,8.705555556
0.48,7.505555556
0.58,6.055555556
0.58,5.761111111
0.65,3.3
0.62,4.877777778
0.7,1.072222222
0.55,11.16666667
0.76,1.072222222
0.73,2.411111111
0.72,4.177777778
0.71,4.355555556
0.71,4.822222222
0.71,5.644444444
0.66,6.85
0.61,8.205555556
0.59,11.33333333
0.42,15
0.35,17.77777778
0.32,19.72222222
0.33,18.88888889
0.31,20
0.32,18.87222222
0.35,17.77777778
0.39,16.11111111
0.44,13.90555556
0.49,12.77777778
0.45,13.33333333
0.49,12.67222222
0.49,12.77777778
0.52,12.22222222
0.5,12
0.52,12.22222222
0.52,11.66666667
0.55,11.03888889
0.54,11.11111111
0.66,8.205555556
0.72,7.583333333
0.71,7.988888889
0.57,12.22222222
0.56,12.70555556
0.51,13.88888889
0.67,13.88888889
0.68,13.93888889
0.62,15
0.72,13.88888889
0.72,13.93888889
0.67,13.88888889
0.72,12.77777778
0.68,13.73333333
0.72,12.77777778
0.66,12.77777778
0.69,12.76111111
0.89,4.238888889
0.91,5.677777778
0.89,2.955555556
0.85,2.955555556
0.85,3.383333333
0.92,1.833333333
0.92,3.888888889
0.91,3.977777778
0.82,5
0.86,5
0.78,6.127777778
0.76,6.111111111
0.71,7.222222222
0.71,5.722222222
0.66,8.888888889
0.66,8.566666667
0.75,6.611111111
0.76,6.4
0.86,7.222222222
0.79,7.294444444
0.86,6.111111111
0.89,6.111111111
0.88,5.727777778
0.93,4.238888889
0.69,13.33333333
0.69,13.33333333
0.72,12.70555556
0.69,12.77777778
0.74,12.22222222
0.76,11.73333333
0.77,11.66666667
0.77,11.11111111
0.81,11.09444444
0.74,12.22222222
0.77,12.77777778
0.71,15.29444444
0.72,16.11111111
0.63,17.22222222
0.62,17.30555556
0.61,18.88888889
0.58,17.22222222
0.66,15.27777778
0.9,12.77777778
0.8,12.22222222
0.87,11.21666667
0.8,11.11111111
0.86,7.622222222
0.87,7.344444444
0.89,5.261111111
0.89,5.944444444
0.79,10.21111111
0.89,6.427777778
0.93,5.261111111
0.9,6.361111111
0.89,5.261111111
0.96,6.055555556
0.9,7.472222222
0.83,7.988888889
0.77,11.11111111
0.76,12
0.72,13.88888889
0.62,15
0.62,16.06111111
0.58,16.11111111
0.58,16.11111111
0.57,16.09444444
0.62,16.11111111
0.62,15
0.82,12.93333333
0.83,12.77777778
0.72,13.33333333
0.74,12.72777778
0.93,5.555555556
0.78,4.6
0.96,5
0.96,4.238888889
0.96,4.544444444
0.93,4.444444444
0.93,3.75
0.93,3.2
0.86,4.355555556
0.89,4.488888889
0.82,7.577777778
0.72,12.22222222
0.64,13.88888889
0.51,14.91111111
0.64,13.88888889
0.69,12.77777778
0.77,11.07777778
0.77,6.894444444
0.83,5.466666667
0.83,4.261111111
0.76,4.033333333
0.76,4.494444444
0.77,4.355555556
0.76,4.494444444
0.76,4.494444444
0.8,6.427777778
0.83,4.15
0.76,3.772222222
0.79,3.811111111
0.76,3.416666667
0.76,3.2
0.77,3.427777778
0.89,4.327777778
0.89,4.033333333
0.9,4.138888889
0.96,4.033333333
0.96,4.033333333
0.87,3.505555556
0.77,6.55
0.77,6.55
0.66,10.97222222
0.77,6.244444444
0.77,6.15
0.77,5.877777778
0.77,6.061111111
0.77,5.511111111
0.75,6.544444444
0.77,6.444444444
0.8,6.894444444
0.92,5.511111111
0.8,6.661111111
0.83,6.6
0.86,6.561111111
0.89,6.233333333
0.89,5.494444444
0.89,5.233333333
0.89,6.85
0.8,11.11111111
0.66,12.18888889
0.59,13.88888889
0.51,15
0.47,14.86111111
0.48,16.11111111
0.51,15
0.47,14.86111111
0.55,12.77777778
0.56,11.11111111
0.57,10.93888889
0.79,5.394444444
0.83,7.222222222
0.82,5.794444444
0.86,5.538888889
0.89,5.538888889
0.81,1.322222222
0.93,4.488888889
0.93,3.05
0.93,2.922222222
0.93,3.177777778
0.86,3.322222222
0.93,2.133333333
0.86,1.888888889
0.79,3.05
0.84,4.011111111
0.83,4.327777778
0.77,5.216666667
0.72,6.427777778
0.77,6.777777778
0.77,6.661111111
0.77,5.355555556
0.83,3.9
0.76,3.9
0.77,4.027777778
0.76,3.772222222
0.79,3.788888889
0.78,3.388888889
0.79,2.605555556
0.79,1.888888889
0.77,0.938888889
0.76,0.611111111
0.76,-0.116666667
0.76,0.055555556
0.76,0.305555556
0.82,0.016666667
0.76,0.411111111
0.82,0.305555556
0.65,2.466666667
0.65,2.372222222
0.63,3.005555556
0.65,2.572222222
0.65,2.777777778
0.63,3.772222222
0.63,3.305555556
0.54,4.711111111
0.58,4.327777778
0.7,2.411111111
0.69,1.822222222
0.7,0.761111111
0.73,0.405555556
0.74,-0.788888889
0.75,-0.933333333
0.79,-0.933333333
0.81,0.627777778
0.73,0.477777778
0.73,1.161111111
0.79,2.216666667
0.82,0.527777778
0.82,0.105555556
0.76,0.894444444
0.76,2.116666667
0.63,6.055555556
0.52,8.5
0.54,11.11111111
0.54,11.11111111
0.59,11.17777778
0.76,3.772222222
0.83,4.488888889
0.7,5.488888889
0.66,5.6
0.68,4.844444444
0.71,3.355555556
0.7,2.205555556
0.68,1.888888889
0.69,1.305555556
0.73,0.972222222
0.71,11.11111111
0.83,10.55555556
0.51,10.72777778
0.77,12.22222222
0.77,11.66666667
0.81,11.07777778
0.83,8.705555556
0.72,12.77777778
0.63,14.77777778
0.52,17.22222222
0.48,18.88888889
0.39,21.86111111
0.37,22.77777778
0.26,25
0.27,25
0.23,25
0.27,23.88888889
0.31,22.91666667
0.3,21.11111111
0.3,18.88888889
0.29,17.37777778
0.31,16.11111111
0.33,15
0.33,14.36111111
0.77,13.33333333
0.72,14.44444444
0.83,14.06111111
0.9,11.66666667
0.86,11.66666667
0.92,9.961111111
0.86,12.22222222
0.72,15
0.62,18.90555556
0.53,22.77777778
0.47,26.11111111
0.41,26.94444444
0.35,27.18333333
0.35,27.18333333
0.33,27.85555556
0.29,27.72777778
0.39,26.97777778
0.38,27.06111111
0.44,26.11111111
0.48,23.88888889
0.56,21.59444444
0.65,18.88888889
0.65,18.33333333
0.66,18.02222222
0.78,15.55555556
0.83,13.88888889
0.68,15.85
0.83,13.33333333
0.86,12.22222222
0.88,12.22222222
0.83,12.77777778
0.72,16.11111111
0.68,20.08888889
0.54,23.88888889
0.39,26.97777778
0.41,27.03333333
0.33,27.96111111
0.31,27.83888889
0.34,27.92222222
0.31,27.83888889
0.31,28.82777778
0.32,27.76111111
0.33,27.07777778
0.39,26.11111111
0.51,22.68888889
0.65,18.88888889
0.65,17.77777778
0.67,16.11111111
0.72,15
0.72,14.44444444
0.69,13.27777778
0.72,13.88888889
0.77,13.33333333
0.72,13.88888889
0.67,15
0.6,17.77777778
0.57,19.87777778
0.49,22.22222222
0.49,22.22222222
0.52,21.48888889
0.53,22.77777778
0.42,26.11111111
0.4,25.97222222
0.39,26.11111111
0.39,25
0.41,23.95555556
0.41,23.88888889
0.46,22.22222222
0.58,18.43333333
0.56,16.11111111
0.53,14.44444444
0.57,13.53888889
0.55,13.88888889
0.57,13.88888889
0.86,7.988888889
0.72,12.22222222
0.66,12.77777778
0.68,12.55555556
0.64,12.77777778
0.55,13.88888889
0.5,14.75555556
0.39,15
0.45,13.88888889
0.53,13.78333333
0.44,15
0.44,16.11111111
0.45,14.92777778
0.47,15
0.55,13.88888889
0.52,14.98333333
0.51,15
0.55,13.88888889
0.64,12.98333333
0.64,12.77777778
0.71,11.66666667
0.76,10.20555556
0.8,8.888888889
0.83,6.805555556
0.82,10.43333333
0.8,9.372222222
0.74,10.55555556
0.73,10.50555556
0.86,10
0.8,11.11111111
0.81,11.17777778
0.74,12.22222222
0.67,13.88888889
0.58,16.09444444
0.48,17.22222222
0.47,18.88888889
0.48,19.07777778
0.53,20
0.49,20
0.48,20.22222222
0.48,18.88888889
0.54,17.22222222
0.6,15.55555556
0.67,13.88888889
0.72,12.77777778
0.72,12.86666667
0.74,12.22222222
0.77,11.11111111
0.85,11.66666667
0.8,10.55555556
0.86,7.766666667
0.84,10.10555556
0.86,8.705555556
0.74,12.22222222
0.68,14.98333333
0.56,18.88888889
0.53,22.22222222
0.47,23.85555556
0.42,25
0.39,26.11111111
0.37,26.81111111
0.37,26.87222222
0.39,26.11111111
0.42,26.11111111
0.39,26.11111111
0.47,25
0.55,22.32777778
0.63,20
0.68,18.88888889
0.81,15.85
0.9,14.44444444
0.93,12.77777778
0.87,13.53888889
0.93,11.11111111
0.93,10.55555556
0.95,12.81111111
0.93,13.88888889
0.81,17.22222222
0.78,18.93888889
0.64,22.22222222
0.57,22.77777778
0.43,24.89444444
0.34,26.11111111
0.34,26.11111111
0.34,25.92222222
0.39,25
0.34,26.73333333
0.34,26.61666667
0.36,26.11111111
0.39,25
0.51,21.45555556
0.61,18.88888889
0.63,17.77777778
0.69,17.46666667
0.75,15.55555556
0.83,13.88888889
0.72,16.54444444
0.86,11.66666667
0.9,11.66666667
0.89,13.03888889
0.9,13.88888889
0.75,17.22222222
0.69,18.87222222
0.59,22.22222222
0.5,23.88888889
0.47,24.98333333
0.41,27.08333333
0.39,26.97777778
0.38,27.38888889
0.38,27.35
0.33,27.96111111
0.39,27.47222222
0.39,26.97777778
0.44,26.11111111
0.5,23.08888889
0.57,21.11111111
0.55,21.11111111
0.61,19.47777778
0.72,16.11111111
0.72,16.11111111
0.77,19.1
0.7,16.66666667
0.75,13.88888889
0.83,12.56666667
0.72,15
0.65,17.77777778
0.47,22.08333333
0.45,23.88888889
0.39,26.11111111
0.31,27.74444444
0.25,28.44444444
0.25,28.44444444
0.23,29.25555556
0.23,29.32222222
0.21,29.21666667
0.23,29.25555556
0.29,27.72777778
0.34,26.73333333
0.44,24.38888889
0.55,22.22222222
0.5,24.44444444
0.69,21.43888889
0.71,21.11111111
0.84,18.88888889
0.85,17.15
0.84,18.88888889
0.9,17.77777778
0.85,17.57222222
0.84,17.77777778
0.73,20
